name,season,competition,nation,position,team,age,year_born,matches,starts,minutes,full_games,goals,assists,G+A,non-PK_goals,PK_goals,PK_att,yellow_cards,red_cards,xG,xG_nonpenalty,xGnp+xGA,xGA,progressive_carries,progressive_passes
Christian Walton,24/25,Premier League,ENG,GK,Ipswich Town,28,1995,7,7,630,7.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Aaron Wan-Bissaka,24/25,Premier League,ENG,DF,West Ham,26,1997,36,35,"3,154",35.0,2,5,7,2,0,0,1,0,1.2,1.2,4.7,3.5,110,149
Danny Ward,24/25,Premier League,WAL,GK,Leicester City,31,1993,2,1,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0
Joel Ward,24/25,Premier League,ENG,DF,Crystal Palace,34,1989,2,1,71,0.8,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1
James Ward-Prowse,24/25,Premier League,ENG,MF,West Ham,29,1994,15,12,"1,039",11.5,1,1,2,1,0,0,2,0,1.6,1.6,3.6,1.9,11,54
James Ward-Prowse,24/25,Premier League,ENG,MF,Nott'ham Forest,29,1994,9,5,400,4.4,0,1,1,0,0,0,2,1,0.1,0.1,1.2,1.1,1,16
Ollie Watkins,24/25,Premier League,ENG,FW,Aston Villa,28,1995,38,31,"2,598",28.9,16,8,24,14,2,2,2,0,15.3,13.8,17.1,3.3,55,31
Adam Webster,24/25,Premier League,ENG,DF,Brighton,29,1995,14,11,887,9.9,0,0,0,0,0,0,1,0,0.2,0.2,0.7,0.5,8,63
Danny Welbeck,24/25,Premier League,ENG,FW,Brighton,33,1990,30,24,"2,115",23.5,10,4,14,9,1,1,5,0,9.6,8.8,10.1,1.4,21,47
Welington,24/25,Premier League,BRA,DF,Southampton,23,2001,10,6,482,5.4,0,0,0,0,0,0,1,0,0.0,0.0,0.1,0.1,5,11
Timo Werner,24/25,Premier League,GER,"FW,MF",Tottenham,28,1996,18,4,516,5.7,0,3,3,0,0,0,0,0,1.0,1.0,3.5,2.5,42,30
Adam Wharton,24/25,Premier League,ENG,MF,Crystal Palace,20,2004,20,16,"1,318",14.6,0,2,2,0,0,0,2,0,0.4,0.4,3.4,3.0,14,107
Ben White,24/25,Premier League,ENG,DF,Arsenal,26,1997,17,13,"1,198",13.3,0,2,2,0,0,0,2,0,0.5,0.5,1.8,1.4,23,59
Mats Wieffer,24/25,Premier League,NED,"DF,MF",Brighton,24,1999,25,10,"1,015",11.3,1,3,4,1,0,0,6,0,0.8,0.8,2.4,1.6,18,62
Neco Williams,24/25,Premier League,WAL,DF,Nott'ham Forest,23,2001,35,28,"2,594",28.8,1,3,4,1,0,0,7,0,2.3,2.3,3.9,1.6,68,89
Willian,24/25,Premier League,BRA,"FW,MF",Fulham,35,1988,10,2,257,2.9,0,0,0,0,0,0,0,0,0.3,0.3,0.8,0.5,11,40
Joe Willock,24/25,Premier League,ENG,"MF,FW",Newcastle Utd,24,1999,32,11,"1,086",12.1,0,2,2,0,0,0,4,0,1.6,1.6,3.8,2.1,38,41
Callum Wilson,24/25,Premier League,ENG,FW,Newcastle Utd,32,1992,18,2,370,4.1,0,0,0,0,0,0,1,0,0.4,0.4,0.5,0.1,5,4
Harry Wilson,24/25,Premier League,WAL,"FW,MF",Fulham,27,1997,25,12,"1,162",12.9,6,1,7,6,0,0,2,0,4.2,4.2,5.3,1.1,22,51
Harry Winks,24/25,Premier League,ENG,MF,Leicester City,28,1996,22,17,"1,538",17.1,0,2,2,0,0,0,4,0,0.2,0.2,1.5,1.2,19,101
Ben Winterburn,24/25,Premier League,ENG,"MF,FW",Bournemouth,19,2004,4,0,24,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,2,0
Yoane Wissa,24/25,Premier League,COD,FW,Brentford,27,1996,35,34,"2,919",32.4,19,4,23,19,0,0,5,0,18.5,18.5,21.1,2.6,60,67
Chris Wood,24/25,Premier League,NZL,FW,Nott'ham Forest,32,1991,36,35,"2,959",32.9,20,3,23,17,3,3,1,0,13.4,11.0,13.6,2.6,14,42
Nathan Wood-Gordon,24/25,Premier League,ENG,DF,Southampton,22,2002,11,9,773,8.6,0,0,0,0,0,0,2,0,0.2,0.2,0.3,0.0,2,17
Luke Woolfenden,24/25,Premier League,ENG,DF,Ipswich Town,25,1998,15,12,"1,187",13.2,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,7,15
Yehor Yarmoliuk,24/25,Premier League,UKR,MF,Brentford,20,2004,31,15,"1,450",16.1,0,0,0,0,0,0,6,0,0.6,0.6,1.5,0.9,15,63
Ryan Yates,24/25,Premier League,ENG,MF,Nott'ham Forest,26,1997,35,18,"1,915",21.3,2,1,3,2,0,0,10,0,2.3,2.3,3.5,1.2,18,53
Leny Yoro,24/25,Premier League,FRA,DF,Manchester Utd,18,2005,21,12,"1,165",12.9,0,0,0,0,0,0,5,0,0.7,0.7,0.8,0.1,19,52
Ashley Young,24/25,Premier League,ENG,DF,Everton,39,1985,32,19,"1,875",20.8,1,3,4,1,0,0,7,1,0.3,0.3,2.6,2.3,24,90
Illia Zabarnyi,24/25,Premier League,UKR,DF,Bournemouth,21,2002,36,35,"3,109",34.5,0,1,1,0,0,0,4,1,1.3,1.3,2.0,0.7,27,140
Oleksandr Zinchenko,24/25,Premier League,UKR,"DF,MF",Arsenal,27,1996,15,5,527,5.9,0,1,1,0,0,0,1,0,0.6,0.6,0.8,0.2,10,48
Joshua Zirkzee,24/25,Premier League,NED,"FW,MF",Manchester Utd,23,2001,32,14,"1,402",15.6,3,1,4,3,0,0,2,0,4.8,4.8,6.3,1.5,14,44
Martin Ødegaard,24/25,Premier League,NOR,MF,Arsenal,25,1998,30,26,"2,325",25.8,3,8,11,2,1,1,4,0,4.8,4.0,9.5,5.4,92,258
